datetime,season,workingday,weather,temp,humidity,windspeed,count,company_id
'2012-03-12 09:00:00','1','1',Nice,15.58,54,110.014,281,387
'2012-03-12 10:00:00','1','1',Nice,16.4,50,150.013,137,352
'2012-03-12 11:00:00','1','1',Nice,18.04,44,150.013,150,387
'2012-03-12 12:00:00','1','1',Nice,19.68,39,150.013,221,58
'2012-03-12 13:00:00','1','1',Cloudy,22.14,32,169.979,250,60
'2012-03-12 14:00:00','1','1',Cloudy,23.78,32,190.012,221,442
'2012-03-12 15:00:00','1','1',Nice,22.96,40,89.981,233,387
'2012-03-12 16:00:00','1','1',Nice,25.42,35,300.026,332,151
'2012-03-12 17:00:00','1','1',Cloudy,25.42,38,279.993,644,431
'2012-03-12 18:00:00','1','1',Cloudy,24.6,43,12.998,712,151
'2012-03-12 19:00:00','1','1',Cloudy,22.96,49,150.013,446,352
'2012-03-12 20:00:00','1','1',Cloudy,22.96,49,150.013,286,425
'2012-03-12 21:00:00','1','1',Cloudy,22.14,56,150.013,205,353
'2012-03-12 22:00:00','1','1',Cloudy,22.96,56,150.013,133,442
'2012-03-12 23:00:00','1','1',Nice,22.96,56,150.013,63,402
'2012-03-13 00:00:00','1','1',Cloudy,22.96,52,12.998,26,54
'2012-03-13 01:00:00','1','1',Cloudy,21.32,59,150.013,16,352
'2012-03-13 02:00:00','1','1',Light rain,21.32,72,199.995,1,228
'2012-03-13 03:00:00','1','1',Light rain,21.32,72,199.995,2,402
'2012-03-13 04:00:00','1','1',Cloudy,18.86,82,12.998,1,387
'2012-03-13 05:00:00','1','1',Cloudy,18.86,82,12.998,24,352
'2012-03-13 06:00:00','1','1',Light rain,18.86,82,12.998,113,252
'2012-03-13 07:00:00','1','1',Cloudy,18.86,82,190.012,308,58
'2012-03-13 08:00:00','1','1',Nice,18.86,82,190.012,593,387
'2012-03-13 09:00:00','1','1',Nice,19.68,82,190.012,342,352
'2012-03-13 10:00:00','1','1',Nice,21.32,77,150.013,143,387
'2012-03-13 11:00:00','1','1',Nice,22.14,73,190.012,219,431
'2012-03-13 12:00:00','1','1',Nice,24.6,60,190.012,244,352
'2012-03-13 13:00:00','1','1',Nice,24.6,60,260.027,233,352
'2012-03-13 14:00:00','1','1',Nice,26.24,53,220.028,212,352
'2012-03-13 15:00:00','1','1',Nice,28.7,39,150.013,264,58
'2012-03-13 16:00:00','1','1',Nice,29.52,34,260.027,365,442
'2012-03-13 17:00:00','1','1',Nice,28.7,37,70.015,676,151
'2012-03-13 18:00:00','1','1',Nice,28.7,34,199.995,734,436
'2012-03-13 19:00:00','1','1',Nice,26.24,47,150.013,479,252
'2012-03-13 20:00:00','1','1',Nice,24.6,49,110.014,351,442
'2012-03-13 21:00:00','1','1',Nice,23.78,56,70.015,244,58
'2012-03-13 22:00:00','1','1',Nice,22.96,60,60.032,170,352
'2012-03-13 23:00:00','1','1',Nice,22.96,56,89.981,87,58
'2012-03-14 00:00:00','1','1',Nice,22.14,60,70.015,39,352
'2012-03-14 01:00:00','1','1',Nice,21.32,63,60.032,27,58
'2012-03-14 02:00:00','1','1',Nice,20.5,68,12.998,2,442
'2012-03-14 03:00:00','1','1',Nice,19.68,72,12.998,4,436
'2012-03-14 04:00:00','1','1',Nice,19.68,67,60.032,5,352
'2012-03-14 05:00:00','1','1',Nice,18.04,82,89.981,27,54
'2012-03-14 06:00:00','1','1',Nice,18.04,82,60.032,121,252
'2012-03-14 07:00:00','1','1',Nice,18.04,82,70.015,368,436
'2012-03-14 08:00:00','1','1',Nice,18.04,82,0.0,662,252
'2012-03-14 09:00:00','1','1',Nice,21.32,68,0.0,351,431
'2012-03-14 10:00:00','1','1',Nice,22.96,56,70.015,188,252
'2012-03-14 11:00:00','1','1',Cloudy,25.42,41,110.014,220,352
'2012-03-14 12:00:00','1','1',Cloudy,26.24,29,0.0,267,151
'2012-03-14 13:00:00','1','1',Nice,27.06,27,150.013,254,387
'2012-03-14 14:00:00','1','1',Nice,28.7,23,220.028,224,252
'2012-03-14 15:00:00','1','1',Nice,28.7,24,0.0,283,252
'2012-03-14 16:00:00','1','1',Nice,29.52,25,12.998,356,352
'2012-03-14 17:00:00','1','1',Nice,28.7,28,60.032,782,431
'2012-03-14 18:00:00','1','1',Nice,28.7,32,0.0,749,425
'2012-03-14 19:00:00','1','1',Nice,26.24,33,110.014,472,60
'2012-03-14 20:00:00','1','1',Nice,25.42,35,70.015,330,431
'2012-03-14 21:00:00','1','1',Nice,24.6,40,60.032,288,352
'2012-03-14 22:00:00','1','1',Nice,21.32,55,89.981,202,387
'2012-03-14 23:00:00','1','1',Nice,22.96,43,110.014,91,442
'2012-03-15 00:00:00','1','1',Nice,22.14,49,89.981,60,431
'2012-03-15 01:00:00','1','1',Nice,20.5,59,70.015,23,252
'2012-03-15 02:00:00','1','1',Nice,20.5,59,0.0,19,54
'2012-03-15 03:00:00','1','1',Nice,20.5,63,0.0,7,58
'2012-03-15 04:00:00','1','1',Nice,18.04,77,70.015,14,352
'2012-03-15 05:00:00','1','1',Nice,18.86,67,0.0,26,228
'2012-03-15 06:00:00','1','1',Nice,18.04,72,60.032,117,356
'2012-03-15 07:00:00','1','1',Nice,18.04,72,60.032,381,431
'2012-03-15 08:00:00','1','1',Nice,18.04,77,70.015,623,352
'2012-03-15 09:00:00','1','1',Nice,19.68,77,60.032,315,431
'2012-03-15 10:00:00','1','1',Nice,21.32,68,70.015,164,402
'2012-03-15 11:00:00','1','1',Nice,22.96,60,89.981,211,54
'2012-03-15 12:00:00','1','1',Cloudy,25.42,50,89.981,265,228
'2012-03-15 13:00:00','1','1',Cloudy,27.06,41,60.032,273,352
'2012-03-15 14:00:00','1','1',Cloudy,29.52,30,70.015,258,436
'2012-03-15 15:00:00','1','1',Nice,29.52,32,150.013,287,352
'2012-03-15 16:00:00','1','1',Nice,29.52,37,260.027,426,228
'2012-03-15 17:00:00','1','1',Nice,28.7,39,169.979,713,58
'2012-03-15 18:00:00','1','1',Nice,27.06,44,190.012,746,352
'2012-03-15 19:00:00','1','1',Cloudy,26.24,50,12.998,425,60
'2012-03-15 20:00:00','1','1',Cloudy,23.78,60,239.994,330,402
'2012-03-15 21:00:00','1','1',Nice,22.14,68,190.012,243,352
'2012-03-15 22:00:00','1','1',Nice,21.32,68,89.981,169,58
'2012-03-15 23:00:00','1','1',Nice,19.68,72,12.998,97,58
'2012-03-16 00:00:00','1','1',Nice,18.04,77,169.979,57,356
'2012-03-16 01:00:00','1','1',Cloudy,17.22,82,220.028,26,3
'2012-03-16 02:00:00','1','1',Cloudy,17.22,82,12.998,4,252
'2012-03-16 03:00:00','1','1',Cloudy,16.4,87,190.012,3,387
'2012-03-16 04:00:00','1','1',Cloudy,16.4,87,169.979,3,387
'2012-03-16 05:00:00','1','1',Cloudy,16.4,87,150.013,32,58
'2012-03-16 06:00:00','1','1',Cloudy,16.4,87,110.014,99,387
'2012-03-16 07:00:00','1','1',Cloudy,16.4,87,12.998,278,58
'2012-03-16 08:00:00','1','1',Cloudy,16.4,87,150.013,562,431
'2012-03-16 09:00:00','1','1',Cloudy,17.22,82,0.0,312,387
'2012-03-16 10:00:00','1','1',Cloudy,16.4,87,60.032,180,353
'2012-03-16 11:00:00','1','1',Cloudy,18.04,77,0.0,207,228
'2012-03-16 12:00:00','1','1',Cloudy,18.04,82,89.981,294,431
'2012-03-16 13:00:00','1','1',Cloudy,18.86,77,60.032,260,352
'2012-03-16 14:00:00','1','1',Cloudy,19.68,72,0.0,202,425
'2012-03-16 15:00:00','1','1',Light rain,18.86,82,70.015,107,356
'2012-03-16 16:00:00','1','1',Light rain,19.68,77,0.0,129,402
'2012-03-16 17:00:00','1','1',Light rain,19.68,82,60.032,258,387
'2012-03-16 18:00:00','1','1',Light rain,19.68,82,60.032,408,58
'2012-03-16 19:00:00','1','1',Cloudy,18.86,88,0.0,296,387
'2012-03-16 20:00:00','1','1',Nice,18.86,88,0.0,235,60
'2012-03-16 21:00:00','1','1',Cloudy,18.04,94,0.0,152,352
'2012-03-16 22:00:00','1','1',Cloudy,18.04,94,0.0,148,387
'2012-03-16 23:00:00','1','1',Cloudy,18.04,94,0.0,126,352
'2012-03-17 00:00:00','1','0',Cloudy,18.04,94,60.032,100,58
'2012-03-17 01:00:00','1','0',Cloudy,18.04,94,0.0,69,387
'2012-03-17 02:00:00','1','0',Cloudy,18.04,88,0.0,42,387
'2012-03-17 03:00:00','1','0',Cloudy,18.04,88,0.0,26,151
'2012-03-17 04:00:00','1','0',Cloudy,17.22,94,0.0,2,3
'2012-03-17 05:00:00','1','0',Cloudy,17.22,94,60.032,8,352
'2012-03-17 06:00:00','1','0',Cloudy,17.22,94,12.998,30,352
'2012-03-17 07:00:00','1','0',Cloudy,16.4,100,89.981,86,58
'2012-03-17 08:00:00','1','0',Cloudy,17.22,94,70.015,218,3
'2012-03-17 09:00:00','1','0',Cloudy,18.04,88,60.032,321,228
'2012-03-17 10:00:00','1','0',Cloudy,20.5,77,60.032,443,387
'2012-03-17 11:00:00','1','0',Cloudy,21.32,77,89.981,585,402
'2012-03-17 12:00:00','1','0',Nice,22.96,68,110.014,651,402
'2012-03-17 13:00:00','1','0',Nice,24.6,60,70.015,686,252
'2012-03-17 14:00:00','1','0',Nice,25.42,53,60.032,690,352
'2012-03-17 15:00:00','1','0',Nice,26.24,53,89.981,679,3
'2012-03-17 16:00:00','1','0',Nice,26.24,50,0.0,685,387
'2012-03-17 17:00:00','1','0',Nice,26.24,50,89.981,648,252
'2012-03-17 18:00:00','1','0',Nice,25.42,57,199.995,560,402
'2012-03-17 19:00:00','1','0',Nice,23.78,64,190.012,417,262
'2012-03-17 20:00:00','1','0',Nice,22.96,64,12.998,271,352
'2012-03-17 21:00:00','1','0',Nice,22.14,68,110.014,223,353
'2012-03-17 22:00:00','1','0',Nice,22.14,68,0.0,211,352
'2012-03-17 23:00:00','1','0',Nice,20.5,77,110.014,185,54
'2012-03-18 00:00:00','1','0',Nice,18.86,88,12.998,107,431
'2012-03-18 01:00:00','1','0',Nice,18.86,82,89.981,113,252
'2012-03-18 02:00:00','1','0',Cloudy,18.86,82,70.015,56,352
'2012-03-18 03:00:00','1','0',Cloudy,18.04,88,89.981,18,151
'2012-03-18 04:00:00','1','0',Cloudy,17.22,94,110.014,14,352
'2012-03-18 05:00:00','1','0',Cloudy,16.4,94,70.015,6,356
'2012-03-18 06:00:00','1','0',Cloudy,16.4,94,70.015,11,58
'2012-03-18 07:00:00','1','0',Light rain,17.22,88,110.014,42,431
'2012-03-18 08:00:00','1','0',Cloudy,17.22,88,70.015,96,58
'2012-03-18 09:00:00','1','0',Cloudy,17.22,88,60.032,178,442
'2012-03-18 10:00:00','1','0',Cloudy,17.22,88,70.015,351,353
'2012-03-18 11:00:00','1','0',Cloudy,18.04,82,110.014,368,387
'2012-03-18 12:00:00','1','0',Cloudy,18.04,88,89.981,503,436
'2012-03-18 13:00:00','1','0',Cloudy,18.86,82,110.014,544,352
'2012-03-18 14:00:00','1','0',Cloudy,20.5,77,60.032,521,425
'2012-03-18 15:00:00','1','0',Nice,22.14,68,60.032,554,252
'2012-03-18 16:00:00','1','0',Nice,22.14,73,60.032,541,352
'2012-03-18 17:00:00','1','0',Nice,22.96,64,60.032,541,387
'2012-03-18 18:00:00','1','0',Nice,22.96,64,110.014,459,252
'2012-03-18 19:00:00','1','0',Nice,22.96,64,110.014,352,387
'2012-03-18 20:00:00','1','0',Nice,21.32,77,89.981,198,442
'2012-03-18 21:00:00','1','0',Nice,21.32,72,60.032,173,431
'2012-03-18 22:00:00','1','0',Nice,20.5,77,70.015,100,58
'2012-03-18 23:00:00','1','0',Nice,19.68,82,110.014,46,387
'2012-03-19 00:00:00','1','1',Nice,19.68,82,70.015,23,387
'2012-03-19 01:00:00','1','1',Nice,18.86,88,70.015,15,58
'2012-03-19 02:00:00','1','1',Nice,18.86,88,110.014,8,431
'2012-03-19 03:00:00','1','1',Nice,18.86,88,60.032,2,387
'2012-03-19 04:00:00','1','1',Nice,18.04,94,0.0,3,352
'2012-03-19 05:00:00','1','1',Nice,18.04,94,0.0,31,151
'2012-03-19 06:00:00','1','1',Nice,18.86,88,89.981,120,352
'2012-03-19 07:00:00','1','1',Nice,18.86,88,12.998,354,58
'2012-03-19 08:00:00','1','1',Nice,18.86,88,70.015,579,352
'2012-03-19 09:00:00','1','1',Nice,20.5,72,110.014,331,151
'2012-03-19 10:00:00','1','1',Nice,21.32,72,89.981,184,387
'2012-03-19 11:00:00','1','1',Nice,22.96,68,110.014,201,387
'2012-03-19 12:00:00','1','1',Nice,24.6,64,169.979,282,58
'2012-03-19 13:00:00','1','1',Nice,25.42,61,169.979,263,252
'2012-03-19 14:00:00','1','1',Cloudy,26.24,57,12.998,260,387
'2012-03-19 15:00:00','1','1',Nice,26.24,57,150.013,286,352
'2012-03-19 16:00:00','1','1',Nice,27.06,50,150.013,385,3
'2012-03-19 17:00:00','1','1',Nice,26.24,53,150.013,721,352
'2012-03-19 18:00:00','1','1',Nice,26.24,57,169.979,801,352
'2012-03-19 19:00:00','1','1',Nice,25.42,61,150.013,549,442
'2012-03-19 20:00:00','1','1',Nice,24.6,64,150.013,330,228
'2012-03-19 21:00:00','1','1',Nice,24.6,64,110.014,223,252
'2012-03-19 22:00:00','1','1',Cloudy,22.96,73,110.014,148,402
'2012-03-19 23:00:00','1','1',Cloudy,22.96,78,89.981,54,151
'2012-04-01 00:00:00','2','0',Cloudy,14.76,76,169.979,67,54
'2012-04-01 01:00:00','2','0',Cloudy,14.76,76,110.014,62,431
'2012-04-01 02:00:00','2','0',Cloudy,14.76,76,110.014,81,252
'2012-04-01 03:00:00','2','0',Cloudy,13.94,81,89.981,25,442
'2012-04-01 04:00:00','2','0',Cloudy,13.94,81,60.032,12,352
'2012-04-01 05:00:00','2','0',Cloudy,13.94,81,60.032,18,58
'2012-04-01 06:00:00','2','0',Cloudy,14.76,76,89.981,97,3
'2012-04-01 07:00:00','2','0',Cloudy,14.76,71,89.981,84,3
'2012-04-01 08:00:00','2','0',Cloudy,14.76,76,60.032,125,431
'2012-04-01 09:00:00','2','0',Cloudy,14.76,81,89.981,275,352
'2012-04-01 10:00:00','2','0',Cloudy,16.4,71,70.015,360,352
'2012-04-01 11:00:00','2','0',Cloudy,16.4,71,12.998,451,387
'2012-04-01 12:00:00','2','0',Cloudy,17.22,67,150.013,445,3
'2012-04-01 13:00:00','2','0',Cloudy,18.04,62,12.998,464,54
'2012-04-01 14:00:00','2','0',Cloudy,19.68,55,150.013,561,352
'2012-04-01 15:00:00','2','0',Nice,20.5,55,169.979,573,431
'2012-04-01 16:00:00','2','0',Nice,21.32,52,169.979,511,58
'2012-04-01 17:00:00','2','0',Nice,21.32,55,190.012,555,436
'2012-04-01 18:00:00','2','0',Nice,21.32,52,199.995,432,402
'2012-04-01 19:00:00','2','0',Nice,21.32,55,150.013,346,402
'2012-04-01 20:00:00','2','0',Cloudy,20.5,59,150.013,232,436
'2012-04-01 21:00:00','2','0',Cloudy,20.5,59,110.014,134,431
'2012-04-01 22:00:00','2','0',Light rain,20.5,63,70.015,68,352
'2012-04-01 23:00:00','2','0',Light rain,18.86,72,0.0,63,352
'2012-04-02 00:00:00','2','1',Light rain,18.04,82,70.015,17,252
'2012-04-02 01:00:00','2','1',Light rain,17.22,88,60.032,5,352
'2012-04-02 02:00:00','2','1',Light rain,18.04,94,89.981,5,60
'2012-04-02 04:00:00','2','1',Nice,16.4,76,329.975,4,58
'2012-04-02 05:00:00','2','1',Nice,16.4,76,329.975,24,228
'2012-04-02 06:00:00','2','1',Nice,14.76,71,310.009,110,431
'2012-04-02 07:00:00','2','1',Nice,13.94,66,260.027,306,58
'2012-04-02 08:00:00','2','1',Nice,14.76,57,220.028,589,353
'2012-04-02 09:00:00','2','1',Nice,15.58,54,239.994,317,58
'2012-04-02 10:00:00','2','1',Nice,16.4,50,350.008,204,3
'2012-04-02 11:00:00','2','1',Nice,17.22,47,300.026,209,387
'2012-04-02 12:00:00','2','1',Nice,18.04,44,300.026,281,228
'2012-04-02 13:00:00','2','1',Nice,18.86,36,199.995,281,252
'2012-04-02 14:00:00','2','1',Nice,18.86,31,279.993,268,151
'2012-04-02 15:00:00','2','1',Nice,19.68,33,279.993,324,436
'2012-04-02 16:00:00','2','1',Nice,20.5,34,220.028,395,352
'2012-04-02 17:00:00','2','1',Nice,20.5,29,190.012,729,228
'2012-04-02 18:00:00','2','1',Nice,20.5,27,169.979,618,151
'2012-04-02 19:00:00','2','1',Nice,20.5,27,169.979,494,3
'2012-04-02 20:00:00','2','1',Nice,18.86,31,110.014,329,431
'2012-04-02 21:00:00','2','1',Nice,18.86,28,89.981,238,431
'2012-04-02 22:00:00','2','1',Nice,17.22,44,12.998,123,387
'2012-04-02 23:00:00','2','1',Nice,18.04,35,110.014,66,228
'2012-04-03 00:00:00','2','1',Nice,16.4,43,89.981,33,303
'2012-04-03 01:00:00','2','1',Nice,15.58,46,150.013,11,252
'2012-04-03 02:00:00','2','1',Nice,14.76,53,110.014,5,436
'2012-04-03 03:00:00','2','1',Nice,15.58,46,0.0,3,431
'2012-04-03 04:00:00','2','1',Nice,13.12,66,60.032,1,402
'2012-04-03 05:00:00','2','1',Nice,13.12,66,60.032,27,352
'2012-04-03 06:00:00','2','1',Nice,12.3,61,60.032,100,252
'2012-04-03 07:00:00','2','1',Nice,13.12,66,60.032,341,352
'2012-04-03 08:00:00','2','1',Nice,13.94,57,0.0,604,352
'2012-04-03 09:00:00','2','1',Nice,17.22,38,60.032,408,387
'2012-04-03 10:00:00','2','1',Nice,18.04,33,0.0,219,387
'2012-04-03 11:00:00','2','1',Nice,19.68,23,0.0,258,54
'2012-04-03 12:00:00','2','1',Nice,21.32,25,0.0,331,436
'2012-04-03 13:00:00','2','1',Nice,22.96,19,169.979,345,387
'2012-04-03 14:00:00','2','1',Nice,22.96,21,150.013,311,352
'2012-04-03 15:00:00','2','1',Nice,24.6,20,12.998,316,60
'2012-04-03 16:00:00','2','1',Nice,25.42,21,110.014,485,387
'2012-04-03 17:00:00','2','1',Nice,25.42,17,12.998,757,387
'2012-04-03 18:00:00','2','1',Nice,24.6,26,110.014,800,352
'2012-04-03 19:00:00','2','1',Nice,22.96,26,70.015,558,431
'2012-04-03 20:00:00','2','1',Nice,22.96,24,89.981,379,387
'2012-04-03 21:00:00','2','1',Nice,22.14,45,0.0,243,352
'2012-04-03 22:00:00','2','1',Nice,20.5,51,0.0,158,352
'2012-04-03 23:00:00','2','1',Nice,20.5,59,0.0,79,431
'2012-04-04 00:00:00','2','1',Nice,19.68,48,0.0,41,431
'2012-04-04 01:00:00','2','1',Nice,18.86,59,0.0,11,436
'2012-04-04 02:00:00','2','1',Nice,18.86,51,0.0,5,387
'2012-04-04 03:00:00','2','1',Nice,18.04,58,60.032,3,352
'2012-04-04 04:00:00','2','1',Nice,17.22,67,60.032,1,3
'2012-04-04 05:00:00','2','1',Nice,17.22,67,60.032,27,352
'2012-04-04 06:00:00','2','1',Cloudy,17.22,58,0.0,126,425
'2012-04-04 07:00:00','2','1',Cloudy,18.04,62,0.0,366,387
'2012-04-04 08:00:00','2','1',Cloudy,18.04,72,70.015,684,352
'2012-04-04 09:00:00','2','1',Cloudy,19.68,55,89.981,363,402
'2012-04-04 10:00:00','2','1',Cloudy,22.14,45,89.981,167,425
'2012-04-04 11:00:00','2','1',Cloudy,24.6,43,239.994,213,352
'2012-04-04 12:00:00','2','1',Cloudy,24.6,46,279.993,283,352
'2012-04-04 13:00:00','2','1',Cloudy,24.6,46,169.979,251,58
'2012-04-04 14:00:00','2','1',Cloudy,25.42,46,12.998,258,352
'2012-04-04 15:00:00','2','1',Cloudy,26.24,44,190.012,268,352
'2012-04-04 16:00:00','2','1',Cloudy,26.24,44,190.012,390,228
'2012-04-04 17:00:00','2','1',Nice,27.06,41,199.995,744,252
'2012-04-04 18:00:00','2','1',Nice,27.06,41,169.979,759,352
'2012-04-04 19:00:00','2','1',Nice,27.06,39,150.013,494,58
'2012-04-04 20:00:00','2','1',Nice,26.24,27,150.013,372,431
'2012-04-04 21:00:00','2','1',Nice,24.6,23,220.028,298,252
'2012-04-04 22:00:00','2','1',Nice,22.96,22,110.014,181,387
'2012-04-04 23:00:00','2','1',Nice,21.32,23,279.993,131,356
'2012-04-05 00:00:00','2','1',Nice,21.32,23,279.993,45,352
'2012-04-05 01:00:00','2','1',Nice,19.68,27,220.028,13,262
'2012-04-05 02:00:00','2','1',Nice,18.86,33,300.026,18,151
'2012-04-05 03:00:00','2','1',Nice,17.22,41,199.995,5,58
'2012-04-05 04:00:00','2','1',Nice,15.58,43,190.012,1,431
'2012-04-05 05:00:00','2','1',Nice,15.58,43,190.012,29,54
'2012-04-05 06:00:00','2','1',Nice,14.76,46,220.028,126,54
'2012-04-05 07:00:00','2','1',Nice,13.94,49,12.998,354,352
'2012-04-05 08:00:00','2','1',Nice,14.76,46,150.013,638,431
'2012-04-05 09:00:00','2','1',Nice,16.4,37,169.979,351,436
'2012-04-05 10:00:00','2','1',Nice,17.22,35,190.012,246,54
'2012-04-05 11:00:00','2','1',Cloudy,17.22,38,150.013,268,352
'2012-04-05 12:00:00','2','1',Nice,18.04,33,0.0,276,402
'2012-04-05 13:00:00','2','1',Nice,18.86,31,0.0,291,387
'2012-04-05 14:00:00','2','1',Nice,18.86,33,110.014,287,431
'2012-04-05 15:00:00','2','1',Nice,20.5,31,70.015,269,402
'2012-04-05 16:00:00','2','1',Nice,20.5,31,12.998,402,436
'2012-04-05 17:00:00','2','1',Nice,20.5,31,110.014,822,353
'2012-04-05 18:00:00','2','1',Nice,20.5,31,70.015,698,431
'2012-04-05 19:00:00','2','1',Nice,19.68,31,169.979,487,352
'2012-04-05 20:00:00','2','1',Nice,18.04,41,12.998,312,352
'2012-04-05 21:00:00','2','1',Nice,17.22,47,12.998,234,252
'2012-04-05 22:00:00','2','1',Nice,16.4,47,12.998,149,431
'2012-04-05 23:00:00','2','1',Nice,16.4,50,89.981,136,387
'2012-04-06 00:00:00','2','1',Nice,16.4,43,0.0,61,425
'2012-04-06 01:00:00','2','1',Nice,14.76,62,89.981,38,54
'2012-04-06 02:00:00','2','1',Nice,14.76,50,260.027,11,252
'2012-04-06 03:00:00','2','1',Nice,13.94,53,220.028,8,431
'2012-04-06 04:00:00','2','1',Nice,13.94,49,169.979,5,228
'2012-04-06 05:00:00','2','1',Nice,13.12,53,220.028,23,353
'2012-04-06 06:00:00','2','1',Nice,12.3,49,260.027,80,402
'2012-04-06 07:00:00','2','1',Nice,12.3,49,190.012,246,431
'2012-04-06 08:00:00','2','1',Nice,12.3,49,220.028,508,352
'2012-04-06 09:00:00','2','1',Nice,13.94,42,220.028,376,58
'2012-04-06 10:00:00','2','1',Nice,14.76,40,220.028,238,58
'2012-04-06 11:00:00','2','1',Nice,16.4,37,199.995,291,58
'2012-04-06 12:00:00','2','1',Nice,17.22,35,199.995,337,353
'2012-04-06 13:00:00','2','1',Nice,18.04,33,220.028,411,60
'2012-04-06 14:00:00','2','1',Nice,19.68,29,260.027,490,58
'2012-04-06 15:00:00','2','1',Nice,20.5,27,190.012,537,303
'2012-04-06 16:00:00','2','1',Nice,20.5,22,279.993,536,387
'2012-04-06 17:00:00','2','1',Nice,21.32,23,279.993,655,387
'2012-04-06 18:00:00','2','1',Nice,20.5,22,310.009,484,436
'2012-04-06 19:00:00','2','1',Nice,19.68,23,199.995,412,130
'2012-04-06 20:00:00','2','1',Nice,18.86,24,190.012,252,352
'2012-04-06 21:00:00','2','1',Nice,18.04,26,89.981,190,431
'2012-04-06 22:00:00','2','1',Nice,16.4,35,150.013,158,54
'2012-04-06 23:00:00','2','1',Nice,17.22,30,190.012,113,353
'2012-04-07 00:00:00','2','0',Nice,17.22,26,199.995,94,58
'2012-04-07 01:00:00','2','0',Nice,16.4,28,169.979,69,425
'2012-04-07 02:00:00','2','0',Nice,14.76,29,239.994,36,387
'2012-04-07 03:00:00','2','0',Nice,14.76,32,169.979,28,387
'2012-04-07 04:00:00','2','0',Nice,13.12,36,110.014,7,252
'2012-04-07 05:00:00','2','0',Nice,13.12,33,110.014,2,151
'2012-04-07 06:00:00','2','0',Nice,13.12,36,12.998,19,54
'2012-04-07 07:00:00','2','0',Nice,13.12,33,190.012,54,352
'2012-04-07 08:00:00','2','0',Nice,13.94,34,169.979,123,353
'2012-04-07 09:00:00','2','0',Nice,16.4,30,169.979,276,228
'2012-04-07 10:00:00','2','0',Nice,17.22,28,169.979,363,425
'2012-04-07 11:00:00','2','0',Nice,18.04,24,199.995,495,425
'2012-04-07 12:00:00','2','0',Nice,18.86,23,260.027,590,431
'2012-04-07 13:00:00','2','0',Nice,20.5,22,12.998,643,387
'2012-04-07 14:00:00','2','0',Nice,20.5,22,199.995,578,356
'2012-04-07 15:00:00','2','0',Nice,21.32,19,279.993,626,356
'2012-04-07 16:00:00','2','0',Nice,22.14,19,260.027,615,431
'2012-04-07 17:00:00','2','0',Nice,22.14,19,279.993,567,387
'2012-04-07 18:00:00','2','0',Nice,22.14,18,199.995,517,387
'2012-04-07 19:00:00','2','0',Nice,22.14,16,220.028,413,352
'2012-04-07 20:00:00','2','0',Nice,20.5,20,150.013,208,352
'2012-04-07 21:00:00','2','0',Nice,20.5,20,12.998,234,352
'2012-04-07 22:00:00','2','0',Nice,19.68,20,12.998,182,228
'2012-04-07 23:00:00','2','0',Nice,18.86,23,150.013,118,402
'2012-04-08 00:00:00','2','0',Nice,18.04,24,150.013,85,352
'2012-04-08 01:00:00','2','0',Nice,18.04,24,150.013,64,387
'2012-04-08 02:00:00','2','0',Nice,18.04,24,150.013,32,252
'2012-04-08 03:00:00','2','0',Nice,17.22,26,89.981,26,130
'2012-04-08 04:00:00','2','0',Nice,16.4,40,0.0,7,352
'2012-04-08 05:00:00','2','0',Nice,15.58,46,0.0,12,387
'2012-04-08 06:00:00','2','0',Nice,14.76,37,0.0,28,3
'2012-04-08 07:00:00','2','0',Nice,15.58,27,110.014,37,442
'2012-04-08 08:00:00','2','0',Nice,16.4,30,12.998,84,151
'2012-04-08 09:00:00','2','0',Nice,18.04,26,150.013,179,431
'2012-04-08 10:00:00','2','0',Nice,20.5,25,150.013,299,387
'2012-04-08 11:00:00','2','0',Nice,20.5,25,190.012,404,387
'2012-04-08 12:00:00','2','0',Nice,22.14,24,169.979,457,387
'2012-04-08 13:00:00','2','0',Nice,23.78,23,110.014,483,58
'2012-04-08 14:00:00','2','0',Nice,24.6,18,300.026,503,252
'2012-04-08 15:00:00','2','0',Nice,25.42,17,239.994,486,228
'2012-04-08 16:00:00','2','0',Nice,26.24,19,220.028,476,436
'2012-04-08 17:00:00','2','0',Nice,25.42,22,199.995,411,353
'2012-04-08 18:00:00','2','0',Nice,25.42,25,220.028,310,54
'2012-04-08 19:00:00','2','0',Nice,24.6,23,260.027,276,356
'2012-04-08 20:00:00','2','0',Nice,22.96,28,279.993,211,252
'2012-04-08 21:00:00','2','0',Nice,21.32,34,150.013,130,252
'2012-04-08 22:00:00','2','0',Nice,20.5,36,150.013,118,58
'2012-04-08 23:00:00','2','0',Nice,20.5,39,169.979,51,425
'2012-04-09 00:00:00','2','1',Nice,19.68,39,190.012,37,387
'2012-04-09 01:00:00','2','1',Nice,18.86,41,89.981,16,387
'2012-04-09 02:00:00','2','1',Nice,18.86,31,12.998,6,442
'2012-04-09 03:00:00','2','1',Nice,18.04,30,110.014,3,442
'2012-04-09 04:00:00','2','1',Nice,18.04,24,12.998,5,54
'2012-04-09 05:00:00','2','1',Nice,18.04,24,12.998,32,3
'2012-04-09 06:00:00','2','1',Nice,17.22,26,150.013,111,387
'2012-04-09 07:00:00','2','1',Nice,17.22,28,12.998,331,130
